,Unnamed: 0,room_id,unit_type_name,property_type,number_of_bookings,bedroom,bathroom,beds,capacity,ac,balcony,beachfront,breakfast,building_staff,cable_tv,essentials,garden,gym,hair_dryer,hanger,heating,hot_water,kitchen,linens,lock,luggage_drop_off,parking,pool,private_entrance,shampoo,tv,washer,wifi,workspace,lat,lng,distance_to_coastline,property_bedrooms,average_baseline_price,area_name,design_name
77,135,397739.0,Standard,4.0,7,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.809038,115.115846,476.861,7.0,4815968.666666666,Bingin,
78,138,397971.0,Double Non Allocation,4.0,3,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-8.821746,115.089633,402.195,17.0,431420.0444444444,Uluwatu,
79,139,398335.0,Standard Double Non Allocation,4.0,3,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,22.0,315083.5133333333,Uluwatu,
80,140,398513.0,Double,4.0,163,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6464854,115.1504805,2259.288483838384,7.0,355745.8637110751,Canggu,
81,141,398514.0,Double,4.0,24,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6464854,115.1504805,2259.288483838384,7.0,688961.3955092592,Canggu,
82,144,398519.0,Guesthouse,4.0,585,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.8284397,115.0879669,307.225,4.0,1046011.1694911272,Uluwatu,
83,145,398520.0,1BR,2.0,353,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.652147,115.132308,761.362,6.0,903529.7427067658,Canggu,
84,146,398521.0,Deluxe,4.0,6,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-8.6385989,115.1438355,2259.288483838384,7.0,449808.43833333335,Canggu,
85,147,398522.0,Bunk Bed,4.0,76,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.6552572,115.1296974,2259.288483838384,27.0,302372.53107065265,Canggu,
86,148,398523.0,Deluxe,4.0,31,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6552572,115.1296974,2259.288483838384,27.0,848813.5429692509,Canggu,
87,150,398526.0,Entire House,2.0,142,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-8.50706,115.276521,11926.3,1.0,586969.6639931253,Ubud,
88,152,398528.0,Teges Asri Studio,4.0,40,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.809038,115.115846,476.861,7.0,1196709.9892699404,Bingin,
89,153,398529.0,Villa Damuh,2.0,46,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.4585533,115.2799388,2259.288483838384,2.0,366363.2883623188,Ubud,
90,154,398563.0,Standard Double Non Allocation,4.0,9,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,22.0,772738.4255555555,Uluwatu,
91,155,399280.0,Standard Double,4.0,62,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6788807,115.4900163,2259.288483838384,8.0,809252.560672043,Nusa Penida,
92,156,399290.0,Downstairs/Upstairs,4.0,5,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-8.650003,115.133906,1055.57,7.0,1904790.4115,Canggu,
93,157,399291.0,Kamisama Joglo,4.0,126,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.654761,115.13041,406.362,4.0,775871.4333104686,Canggu,
94,160,399294.0,Whole,2.0,114,3.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-8.631898,115.13356,2553.42,3.0,1231716.8037943488,Canggu,
95,161,399295.0,2BR,2.0,48,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.652147,115.132308,761.362,6.0,1076762.146924603,Canggu,
96,163,399297.0,Standard Type,4.0,35,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6559436,115.1397607,2259.288483838384,5.0,2058222.5259637183,Canggu,
97,164,399298.0,Standard Type,4.0,108,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6559436,115.1397607,2259.288483838384,5.0,369791.3613546669,Canggu,
98,166,399303.0,Villa Tortoise,2.0,118,4.0,2.0,4.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.8054876,115.1137161,21.9135,4.0,2772514.99003306,Bingin,
99,168,399305.0,NDBV Lot 3,2.0,34,3.0,4.0,3.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.8358803,115.2066574,107.471,3.0,5910102.652303921,Nusa Dua,
100,169,399306.0,NDBV Lot 6,2.0,120,3.0,3.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.8361902,115.2066422,79.6941,3.0,5397903.916867674,Nusa Dua,
101,170,399307.0,Pondok Nini Villa,2.0,132,3.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.50706,115.276521,11926.3,3.0,1282604.4742812049,Ubud,
102,173,399313.0,Villa Kanha,2.0,142,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.800425,115.147582,2033.49,2.0,941269.401355466,Jimbaran,
103,174,399315.0,Villa Tortoise - Room 1,2.0,44,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.8054876,115.1137161,21.9135,4.0,780706.9031477273,Bingin,
104,176,399317.0,Raka Rai Villa,2.0,7,2.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.655828,115.1417823,2259.288483838384,2.0,1245153.39585034,Canggu,
105,178,399516.0,Bigger Type,4.0,24,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.6559436,115.1397607,2259.288483838384,5.0,412825.2245476189,Canggu,
106,180,399830.0,Standard,4.0,4,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.835812,115.118645,1133.15,6.0,759896.1875,Uluwatu,
107,181,399831.0,Despacito Loft & Lounge - 1,4.0,35,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.81394,115.1096954,616.825,6.0,1095725.413170068,Padang Padang,
108,182,399832.0,Despacito Loft & Lounge - 6,4.0,32,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.81394,115.1096954,616.825,6.0,1190516.4948958333,Padang Padang,
109,183,399833.0,Despacito Loft & Lounge - 5,4.0,6,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.81394,115.1096954,616.825,6.0,6651337.6025,Padang Padang,
110,184,399834.0,Lumbung,4.0,18,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.836065,115.11936,1098.55,2.0,443284.15207010566,Uluwatu,
111,186,399837.0,Raja Surga Ubud,2.0,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.4584881,115.280513,2259.288483838384,1.0,801162.0,Ubud,
112,193,406732.0,Double No Balcony,4.0,179,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-8.821746,115.089633,402.195,17.0,549541.7415640764,Uluwatu,
113,195,411604.0,Room,4.0,15,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-8.6768119,115.566473,2259.288483838384,5.0,754350.6,Nusa Penida,
114,196,411609.0,Room,4.0,61,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-8.6768119,115.566473,2259.288483838384,5.0,474478.49284153,Nusa Penida,
115,205,416992.0,Bungalow,4.0,91,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-8.675,115.5445613,2259.288483838384,5.0,273148.4321336996,Nusa Penida,
116,208,417040.0,Villa Arindra,4.0,60,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.797821,115.149441,1935.58,4.0,1740769.0518888887,Jimbaran,
117,213,420950.0,Downstairs Non Hot Water,4.0,22,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.8063269,115.11306,48.2584,13.0,1477529.5504545453,Bingin,
118,217,424242.0,Bungalow (Non Allocation),4.0,2,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-8.67666,115.514889,26.7774,4.0,640099.75,Nusa Penida,
119,219,425903.0,Villa Tortoise - Room 1,2.0,88,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.8054876,115.1137161,21.9135,4.0,688152.7126217531,Bingin,
120,223,428380.0,Despacito Loft & Lounge - 1,4.0,113,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.81394,115.1096954,616.825,6.0,1221518.9482321956,Padang Padang,
121,224,428381.0,Despacito Loft & Lounge - 6,4.0,101,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.81394,115.1096954,616.825,6.0,1257471.3374832624,Padang Padang,
122,226,428585.0,Standard Twin,4.0,11,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,22.0,1002925.689090909,Uluwatu,
123,227,428585.0,Standard Twin,4.0,11,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,22.0,1002925.689090909,Uluwatu,
124,228,428587.0,Standard Twin,4.0,69,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,22.0,474049.4753523649,Uluwatu,
125,229,428587.0,Standard Twin,4.0,69,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.822391,115.0871096,2259.288483838384,22.0,474049.4753523649,Uluwatu,
126,239,431114.0,2BR,2.0,65,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.652147,115.132308,761.362,6.0,1106902.78884621,Canggu,
127,240,431874.0,Bingin Ombak Apartment - 1 Lantai 1,4.0,32,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.805646,115.113378,15.6035,7.0,1057810.6372172618,Bingin,
128,241,431875.0,Bingin Ombak Apartment - 2 Lantai 2,4.0,48,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.805646,115.113378,15.6035,7.0,1174965.749454365,Bingin,
129,251,434365.0,Lumbung,4.0,58,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-8.836065,115.11936,1098.55,2.0,393723.4089354131,Uluwatu,
130,253,434758.0,Teges Asri Studio,4.0,97,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.809038,115.115846,476.861,7.0,945972.8380807335,Bingin,
131,255,434895.0,Room,4.0,5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-8.675762,115.56743,121.038,5.0,1270248.0,Nusa Penida,
132,257,435112.0,Standard,4.0,8,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.835812,115.118645,1133.15,6.0,792667.0416666663,Uluwatu,
133,258,435784.0,Downstairs Room 2A,4.0,10,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-7.802683,110.360967,14402.1,6.0,1217221.8,Ngupasan,
134,260,436733.0,Lumbung,4.0,152,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-8.835272,115.119866,1183.19,4.0,501588.38788135134,Uluwatu,
135,267,441267.0,Kamisama Joglo,4.0,102,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.654761,115.13041,406.362,4.0,617490.6888422035,Canggu,
136,270,441616.0,Villa Arindra,4.0,36,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-8.797821,115.149441,1935.58,4.0,1314981.5370370368,Jimbaran,
137,271,441730.0,Bungalow (Allocation),4.0,9,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-8.67666,115.514889,26.7774,4.0,1234025.4444444445,Nusa Penida,
138,273,441740.0,Room,4.0,229,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.688812,115.488442,596.384,4.0,802874.9969432314,Nusa Penida,
139,278,443739.0,Standard,4.0,3,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-8.809038,115.115846,476.861,7.0,1062705.75,Bingin,
140,301,464417.0,3BR Villa 3A,2.0,16,3.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.807392,115.157375,2755.41,3.0,2540450.7,Ungasan,
141,309,472846.0,3BR Villa 3A,2.0,14,3.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-8.807392,115.157375,2755.41,3.0,1164088.9298701298,Ungasan,
