property_id,property_name,property_type,property_design,distance_to_coastline,area_squad,area_distance_to_airport,airport_pickup_price_idr,area_airport_name,region_id
PR0374,Mansion 27,1.0,4.0,2393.1099999999997,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0417,NH Residence,2.0,4.0,2755.41,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0432,Villa Kyl 2BR,2.0,4.0,1033.16,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0435,Villa Rumah Pertama,2.0,4.0,3125.52,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0196,NDBV Lot 6,2.0,0.0,79.6941,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0242,NDBV Lot 3,2.0,0.0,107.471,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0437,Villa Olala,2.0,5.0,93.58255,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0025,The Miracle Villas,2.0,0.0,93.58255,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0261,Balangan Cottages,4.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0286,La Joya 1,5.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0031,Le Yanandra,5.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0089,Villa Megalan,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0096,Villa Toya,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0101,Villa Idaman,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0116,Bali Mynah,4.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0138,La Cabane,5.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0141,Made Roja Homestay,4.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0159,The Alchemist,5.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0171,Villa Bagus,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0187,Villa Singa,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0191,Like at Home,4.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0216,Balangan Sleep Well,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0238,La Joya Biubiu,5.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0267,Biubiu Kumala S01,2.0,0.0,1173.9868000000001,1.0,45.0,325000.0,Ngurah Rai (DPS),1.0
PR0284,Kukuh House,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0035,Bale Tudor,2.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0046,The Suci Sari,2.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0047,Vinnayaka Guesthouse,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0049,Toya Villa Ubud,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0097,Villa Merdu,2.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0132,Villa Mandalay,2.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0137,Kubu Tropis,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0146,Peacock Ubud Inn,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0166,Bali Bohemia,5.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0203,Santosha Ubud,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0205,Sleeping Buddha,2.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0207,Taman Bintang,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0211,The Pakis Hostel,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0253,Taman Amertha,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0260,Ubud Indah,2.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0269,Buana Homestay,4.0,0.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0373,Villa Olel,2.0,4.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0397,Raja Surga Ubud,2.0,4.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0401,Rice Field Loft,4.0,4.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0409,Sunrise House,1.0,3.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0411,Joglo Organik,4.0,4.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0420,Ananda House,1.0,3.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0422,Bagas & Bayu Guesthouse,4.0,2.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0453,Pondok Nini Ubud,2.0,3.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0460,Villa Damuh,2.0,5.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0683,UMA TULU VILLA ,2.0,3.0,11926.3,2.0,120.0,585000.0,Ngurah Rai (DPS),1.0
PR0308,Lotus Bungalow,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0336,Ocean Terrace,5.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0345,Ba Bar Cottages,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0352,Mega Land Guesthouse,4.0,4.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0366,Kinton Guesthouse,4.0,1.0,121.038,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0371,Goa Giri Hill Bungalow,4.0,1.0,65.8603,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0380,Manta Cottage,4.0,4.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0383,Boga Segara,4.0,3.0,45.9017,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0385,Bamboo Bungalows,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0386,Pari Manta Cottages,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0419,Poling Sea View,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0427,Merta Beach Bungalow,4.0,3.0,26.7774,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0446,Pi Karya Beach,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0447,Buyuk Pillas Bungalow,4.0,2.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0036,WK Gamat Garden VIlla,4.0,0.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0037,Ayu Laba,4.0,0.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0039,Batan Sabo,4.0,0.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0309,Catar Cottage,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0310,Favorit Bungalows,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0311,The Box House,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0312,Sari Garden Cottage,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0318,The Angkal,4.0,4.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0349,You & We Guesthouse,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0351,Tunjung Kuning,4.0,4.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0359,Kawi Asih,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0364,Tegar Penida Paradise,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0365,Welcome Inn,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0391,Bakung Cozy Cottage,4.0,4.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0392,Myart in Bungalow,4.0,4.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0398,Warisan Homestay Nusa Penida,4.0,1.0,596.384,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0400,Song Cang Bungalow,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0402,Sambu Bungalow,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0403,The Box Paradise,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0410,Papa Sun Villa,4.0,3.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0418,Green Valley Bungalow,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0516,Nusa Majesty,4.0,1.0,171.19228000000004,4.0,60.0,362089.0,Ngurah Rai (DPS),3.0
PR0340,Griya Anggrek,4.0,1.0,1173.9868000000001,0.0,60.0,362089.0,Adi Sucipto (JOG),2.0
PR0370,D''House of Gembala,1.0,4.0,1173.9868000000001,0.0,60.0,362089.0,Adi Sucipto (JOG),2.0
PR0390,Poedja Villa Jimbaran,2.0,3.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0026,Coffee Network,2.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0072,Villa Rama,2.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0092,Villa Kanha,2.0,0.0,2033.49,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0098,Villa Malindo,2.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0111,The White House,2.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0112,Villa Arindra,4.0,0.0,1935.58,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0177,Villa Entre Amis,2.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0247,Royal Majestic Villa,2.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0354,Villa Bahagia,2.0,4.0,2201.29,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0389,Puri Sabina Villa,2.0,4.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0434,Villa Chanteak,5.0,0.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0438,Villa Bodas,2.0,4.0,2056.7866666666664,1.0,30.0,260000.0,Ngurah Rai (DPS),1.0
PR0252,Sunset Condotel Kuta,4.0,0.0,1173.9868000000001,2.0,30.0,250000.0,Ngurah Rai (DPS),1.0
PR0257,Villa Ambalama,2.0,0.0,1173.9868000000001,2.0,60.0,300000.0,Ngurah Rai (DPS),1.0
PR0355,Roemah Noni,4.0,4.0,1173.9868000000001,0.0,60.0,362089.0,Adi Sucipto (JOG),2.0
PR0387,Rumah Budi Susanto,4.0,4.0,1173.9868000000001,0.0,60.0,362089.0,Adi Sucipto (JOG),2.0
