room_id,average_baseline_price,number_of_bookings,unit_id,bathroom,bedroom,beds,capacity,unit_type_id,property_id,name,ac,balcony,beachfront,breakfast,building_staff,cable_tv,essentials,garden,gym,hair_dryer,hanger,heating,hot_water,kitchen,linens,lock,luggage_drop_off,parking,pool,private_entrance,shampoo,tv,washer,wifi,workspace,property_design,property_type,lat,lng,distance_to_coastline,property_bedrooms
473073,2220601.845238095,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474008,1943230.5696031745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475544,668657.7661836318,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476371,1651980.5771604937,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484257,1491724.2222222222,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484334,299748.40617283946,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484339,358484.46167945437,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484341,371187.8183333333,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484344,323132.15789473685,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484346,338343.2411111111,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485715,1669890.8567708333,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488211,2011061.7261904762,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488550,2448324.54,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489035,1560312.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490859,319902.2211432958,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492249,1719315.3428571427,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492256,2267741.17414966,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492257,1768534.4935897435,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492258,2240876.192857143,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492768,1833442.0922222221,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495385,682164.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497676,192064.111111111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500207,737750.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
